Flood,57.075000,Cause of death: you touched the robber
Flood,15.321000,Cause of death: you touched the robber
Flood,15.121000,Cause of death: you touched the robber
Tornado,13.419000,Cause of death: you touched the robber
Tornado,22.840000,Cause of death: you touched the robber
